;; @T(#) @T(#)
;;
;; GENERATE_EDE_TEMPLATES version 2.35 (June 3, 1999)
;; PREPROCESS_1949_DATABASE version 2.3 (June 3, 1999)
;;
;;
;;
;; Point pair table: pptable1
;;
pptable1
	DBL 246.000000000000	DBL 243.524620000000
	DBL 250.000000000000	DBL 233.672500000000
	DBL 255.000000000000	DBL 211.926750000000
	END
;;
;;
;; Point pair table: pptable56
;;
pptable56
	DBL 0.00000000000000	DBL 0.00000000000000
	DBL 4.00000000000000	DBL 0.0400000000000000
	DBL 5.00000000000000	DBL 0.100000000000000
