
                  Time                     X                     Y                     Z                    Vx                    Vy                    Vz
                     D                     D                     D                     D                     D                     D                     D
                     s                     m                     m                     m                   m/s                   m/s                   m/s
      7.9890300000E+07      7.4903682278E+10     -9.2955341683E+10      1.3762559798E+10      3.3761746117E+04      1.7981664057E+04      2.7319064486E+04
      7.9890600000E+07      7.4893554502E+10     -9.2960736182E+10      1.3754364826E+10      3.3761746117E+04      1.7979170759E+04      2.7319064486E+04
      7.9890900000E+07      7.4883425230E+10     -9.2966129185E+10      1.3746168359E+10      3.3766732713E+04      1.7976677461E+04      2.7321557784E+04
      7.9891200000E+07      7.4873294463E+10     -9.2971522188E+10      1.3737971892E+10      3.3766732713E+04      1.7974184163E+04      2.7321557784E+04
      7.9891500000E+07      7.4863165191E+10     -9.2976913696E+10      1.3729775424E+10      3.3766732713E+04      1.7971690866E+04      2.7321557784E+04
      7.9891800000E+07      7.4853034423E+10     -9.2982305203E+10      1.3721578957E+10      3.3769226010E+04      1.7969197568E+04      2.7321557784E+04
      7.9892100000E+07      7.4842903655E+10     -9.2987695214E+10      1.3713382490E+10      3.3771719308E+04      1.7966704270E+04      2.7324051082E+04
      7.9892400000E+07      7.4832771391E+10     -9.2993085226E+10      1.3705184526E+10      3.3774212606E+04      1.7966704270E+04      2.7324051082E+04
      7.9892700000E+07      7.4822639128E+10     -9.2998475237E+10      1.3696988059E+10      3.3774212606E+04      1.7964210972E+04      2.7321557784E+04
      7.9893000000E+07      7.4812506864E+10     -9.3003863752E+10      1.3688791592E+10      3.3776705904E+04      1.7959224376E+04      2.7324051082E+04
      7.9893300000E+07      7.4802373104E+10     -9.3009250771E+10      1.3680593628E+10      3.3779199202E+04      1.7959224376E+04      2.7324051082E+04
      7.9893600000E+07      7.4792239344E+10     -9.3014639287E+10      1.3672397161E+10      3.3781692500E+04      1.7959224376E+04      2.7324051082E+04
      7.9893900000E+07      7.4782104089E+10     -9.3020026306E+10      1.3664199198E+10      3.3781692500E+04      1.7954237781E+04      2.7324051082E+04
      7.9894200000E+07      7.4771970329E+10     -9.3025411829E+10      1.3656002730E+10      3.3781692500E+04      1.7951744483E+04      2.7324051082E+04
      7.9894500000E+07      7.4761835073E+10     -9.3030797353E+10      1.3647804767E+10      3.3786679095E+04      1.7951744483E+04      2.7326544379E+04
      7.9894800000E+07      7.4751698321E+10     -9.3036182876E+10      1.3639606804E+10      3.3786679095E+04      1.7949251185E+04      2.7324051082E+04
      7.9895100000E+07      7.4741563066E+10     -9.3041566903E+10      1.3631410337E+10      3.3789172393E+04      1.7944264589E+04      2.7324051082E+04
      7.9895400000E+07      7.4731424818E+10     -9.3046949435E+10      1.3623212373E+10      3.3791665691E+04      1.7944264589E+04      2.7326544379E+04
      7.9895700000E+07      7.4721288066E+10     -9.3052333462E+10      1.3615014410E+10      3.3791665691E+04      1.7944264589E+04      2.7326544379E+04
      7.9896000000E+07      7.4711149819E+10     -9.3057715994E+10      1.3606816447E+10      3.3794158989E+04      1.7939277994E+04      2.7326544379E+04
      7.9896300000E+07      7.4701011571E+10     -9.3063097029E+10      1.3598618483E+10      3.3794158989E+04      1.7936784696E+04      2.7326544379E+04
      7.9896600000E+07      7.4690873323E+10     -9.3068478064E+10      1.3590420520E+10      3.3796652287E+04      1.7934291398E+04      2.7326544379E+04
      7.9896900000E+07      7.4680733579E+10     -9.3073857604E+10      1.3582222557E+10      3.3799145585E+04      1.7934291398E+04      2.7329037677E+04
      7.9897200000E+07      7.4670593836E+10     -9.3079238639E+10      1.3574023097E+10      3.3801638882E+04      1.7931798100E+04      2.7329037677E+04
      7.9897500000E+07      7.4660452596E+10     -9.3084616683E+10      1.3565825134E+10      3.3804132180E+04      1.7929304802E+04      2.7326544379E+04
      7.9897800000E+07      7.4650311356E+10     -9.3089996222E+10      1.3557627171E+10      3.3804132180E+04      1.7926811504E+04      2.7329037677E+04
      7.9898100000E+07      7.4640170117E+10     -9.3095372770E+10      1.3549427711E+10      3.3806625478E+04      1.7924318206E+04      2.7329037677E+04
      7.9898400000E+07      7.4630027381E+10     -9.3100750813E+10      1.3541229748E+10      3.3806625478E+04      1.7924318207E+04      2.7329037677E+04
      7.9898700000E+07      7.4619886142E+10     -9.3106127361E+10      1.3533030289E+10      3.3809118776E+04      1.7919331611E+04      2.7329037677E+04
      7.9899000000E+07      7.4609741910E+10     -9.3111502412E+10      1.3524832326E+10      3.3811612074E+04      1.7916838313E+04      2.7329037677E+04
      7.9899300000E+07      7.4599599174E+10     -9.3116877464E+10      1.3516632866E+10      3.3811612074E+04      1.7916838313E+04      2.7331530975E+04
      7.9899600000E+07      7.4589454943E+10     -9.3122252515E+10      1.3508433407E+10      3.3814105372E+04      1.7914345015E+04      2.7329037677E+04
      7.9899900000E+07      7.4579310711E+10     -9.3127626071E+10      1.3500235444E+10      3.3816598669E+04      1.7911851717E+04      2.7329037677E+04
      7.9900200000E+07      7.4569164983E+10     -9.3132999626E+10      1.3492035984E+10      3.3819091967E+04      1.7911851717E+04      2.7331530975E+04
      7.9900500000E+07      7.4559019256E+10     -9.3138373182E+10      1.3483836525E+10      3.3819091967E+04      1.7909358419E+04      2.7331530975E+04
      7.9900800000E+07      7.4548873528E+10     -9.3143745241E+10      1.3475637066E+10      3.3821585265E+04      1.7904371824E+04      2.7331530975E+04
      7.9901100000E+07      7.4538726305E+10     -9.3149115805E+10      1.3467437606E+10      3.3824078563E+04      1.7901878526E+04      2.7331530975E+04
      7.9901400000E+07      7.4528579081E+10     -9.3154486368E+10      1.3459238147E+10      3.3824078563E+04      1.7901878526E+04      2.7331530975E+04
      7.9901700000E+07      7.4518431858E+10     -9.3159856932E+10      1.3451038688E+10      3.3826571861E+04      1.7899385228E+04      2.7331530975E+04
      7.9902000000E+07      7.4508283138E+10     -9.3165225999E+10      1.3442839229E+10      3.3829065159E+04      1.7896891930E+04      2.7334024273E+04
      7.9902300000E+07      7.4498134418E+10     -9.3170595067E+10      1.3434638273E+10      3.3829065159E+04      1.7894398632E+04      2.7334024273E+04
      7.9902600000E+07      7.4487985699E+10     -9.3175962639E+10      1.3426438814E+10      3.3831558457E+04      1.7891905335E+04      2.7331530975E+04
      7.9902900000E+07      7.4477835483E+10     -9.3181330210E+10      1.3418239355E+10      3.3834051754E+04      1.7891905335E+04      2.7334024273E+04
      7.9903200000E+07      7.4467685268E+10     -9.3186697782E+10      1.3410038399E+10      3.3834051754E+04      1.7889412037E+04      2.7334024273E+04
      7.9903500000E+07      7.4457535052E+10     -9.3192063857E+10      1.3401838940E+10      3.3836545052E+04      1.7886918739E+04      2.7334024273E+04
      7.9903800000E+07      7.4447383341E+10     -9.3197429933E+10      1.3393637985E+10      3.3839038350E+04      1.7884425441E+04      2.7336517571E+04
      7.9904100000E+07      7.4437231629E+10     -9.3202794513E+10      1.3385437030E+10      3.3841531648E+04      1.7881932143E+04      2.7334024273E+04
      7.9904400000E+07      7.4427078422E+10     -9.3208159092E+10      1.3377237570E+10      3.3841531648E+04      1.7879438845E+04      2.7334024273E+04
      7.9904700000E+07      7.4416926710E+10     -9.3213522176E+10      1.3369036615E+10      3.3841531648E+04      1.7876945547E+04      2.7336517571E+04
      7.9905000000E+07      7.4406773503E+10     -9.3218885260E+10      1.3360835660E+10      3.3846518244E+04      1.7876945547E+04      2.7336517571E+04
      7.9905300000E+07      7.4396618799E+10     -9.3224248343E+10      1.3352634704E+10      3.3849011541E+04      1.7874452250E+04      2.7336517571E+04
      7.9905600000E+07      7.4386464096E+10     -9.3229609931E+10      1.3344433749E+10      3.3849011541E+04      1.7869465654E+04      2.7336517571E+04
      7.9905900000E+07      7.4376309392E+10     -9.3234970023E+10      1.3336232794E+10      3.3849011541E+04      1.7869465654E+04      2.7336517571E+04
      7.9906200000E+07      7.4366154689E+10     -9.3240331610E+10      1.3328031839E+10      3.3851504839E+04      1.7866972356E+04      2.7336517571E+04
      7.9906500000E+07      7.4355998490E+10     -9.3245690206E+10      1.3319830883E+10      3.3853998137E+04      1.7864479058E+04      2.7336517571E+04
      7.9906800000E+07      7.4345842290E+10     -9.3251050298E+10      1.3311629928E+10      3.3856491435E+04      1.7864479058E+04      2.7336517571E+04
      7.9907100000E+07      7.4335684595E+10     -9.3256408893E+10      1.3303428973E+10      3.3858984733E+04      1.7859492463E+04      2.7339010869E+04
      7.9907400000E+07      7.4325526899E+10     -9.3261765993E+10      1.3295226522E+10      3.3858984733E+04      1.7856999165E+04      2.7339010869E+04
      7.9907700000E+07      7.4315369204E+10     -9.3267123093E+10      1.3287025566E+10      3.3858984733E+04      1.7856999165E+04      2.7339010869E+04
      7.9908000000E+07      7.4305211508E+10     -9.3272480193E+10      1.3278823115E+10      3.3861478031E+04      1.7854505867E+04      2.7339010869E+04
      7.9908300000E+07      7.4295052317E+10     -9.3277835796E+10      1.3270622160E+10      3.3866464626E+04      1.7852012569E+04      2.7339010869E+04
      7.9908600000E+07      7.4284891630E+10     -9.3283191400E+10      1.3262419709E+10      3.3866464626E+04      1.7849519271E+04      2.7339010869E+04
      7.9908900000E+07      7.4274732438E+10     -9.3288545508E+10      1.3254218753E+10      3.3866464626E+04      1.7847025973E+04      2.7339010869E+04
      7.9909200000E+07      7.4264571751E+10     -9.3293899616E+10      1.3246016302E+10      3.3868957924E+04      1.7847025973E+04      2.7341504166E+04
      7.9909500000E+07      7.4254411064E+10     -9.3299253724E+10      1.3237813851E+10      3.3871451222E+04      1.7844532675E+04      2.7339010869E+04
      7.9909800000E+07      7.4244248880E+10     -9.3304606335E+10      1.3229612896E+10      3.3873944520E+04      1.7839546080E+04      2.7339010869E+04
      7.9910100000E+07      7.4234086697E+10     -9.3309957451E+10      1.3221410444E+10      3.3873944520E+04      1.7837052782E+04      2.7341504166E+04
      7.9910400000E+07      7.4223924513E+10     -9.3315308567E+10      1.3213207993E+10      3.3876437818E+04      1.7837052782E+04      2.7341504166E+04
      7.9910700000E+07      7.4213760834E+10     -9.3320659683E+10      1.3205005542E+10      3.3878931116E+04      1.7837052782E+04      2.7341504166E+04
      7.9911000000E+07      7.4203597155E+10     -9.3326010799E+10      1.3196803091E+10      3.3878931116E+04      1.7832066186E+04      2.7341504166E+04
      7.9911300000E+07      7.4193433475E+10     -9.3331358923E+10      1.3188600639E+10      3.3881424413E+04      1.7829572888E+04      2.7343997464E+04
      7.9911600000E+07      7.4183268300E+10     -9.3336708543E+10      1.3180396692E+10      3.3883917711E+04      1.7829572888E+04      2.7343997464E+04
      7.9911900000E+07      7.4173103125E+10     -9.3342056666E+10      1.3172194241E+10      3.3883917711E+04      1.7827079591E+04      2.7341504166E+04
      7.9912200000E+07      7.4162937950E+10     -9.3347404790E+10      1.3163991790E+10      3.3886411009E+04      1.7824586293E+04      2.7341504166E+04
      7.9912500000E+07      7.4152771278E+10     -9.3352751418E+10      1.3155789338E+10      3.3888904307E+04      1.7819599697E+04      2.7343997464E+04
      7.9912800000E+07      7.4142604607E+10     -9.3358096550E+10      1.3147585391E+10      3.3888904307E+04      1.7819599697E+04      2.7343997464E+04
      7.9913100000E+07      7.4132437936E+10     -9.3363443178E+10      1.3139382940E+10      3.3891397605E+04      1.7819599697E+04      2.7343997464E+04
      7.9913400000E+07      7.4122269768E+10     -9.3368788310E+10      1.3131178993E+10      3.3893890903E+04      1.7814613101E+04      2.7343997464E+04
      7.9913700000E+07      7.4112101601E+10     -9.3374131946E+10      1.3122976541E+10      3.3893890903E+04      1.7812119803E+04      2.7343997464E+04
      7.9914000000E+07      7.4101933434E+10     -9.3379475582E+10      1.3114772594E+10      3.3896384201E+04      1.7812119803E+04      2.7346490762E+04
      7.9914300000E+07      7.4091763771E+10     -9.3384819218E+10      1.3106568647E+10      3.3898877498E+04      1.7809626506E+04      2.7346490762E+04
      7.9914600000E+07      7.4081594107E+10     -9.3390161358E+10      1.3098364700E+10      3.3901370796E+04      1.7804639910E+04      2.7343997464E+04
      7.9914900000E+07      7.4071422948E+10     -9.3395502002E+10      1.3090162248E+10      3.3901370796E+04      1.7804639910E+04      2.7343997464E+04
      7.9915200000E+07      7.4061253285E+10     -9.3400844142E+10      1.3081958301E+10      3.3901370796E+04      1.7804639910E+04      2.7346490762E+04
      7.9915500000E+07      7.4051082126E+10     -9.3406184786E+10      1.3073754354E+10      3.3906357392E+04      1.7799653314E+04      2.7346490762E+04
      7.9915800000E+07      7.4040909470E+10     -9.3411523934E+10      1.3065550407E+10      3.3908850690E+04      1.7797160016E+04      2.7346490762E+04
      7.9916100000E+07      7.4030736815E+10     -9.3416863082E+10      1.3057346459E+10      3.3908850690E+04      1.7794666719E+04      2.7348984060E+04
      7.9916400000E+07      7.4020564160E+10     -9.3422200734E+10      1.3049141016E+10      3.3908850690E+04      1.7794666719E+04      2.7348984060E+04
      7.9916700000E+07      7.4010391505E+10     -9.3427539882E+10      1.3040937069E+10      3.3911343988E+04      1.7792173421E+04      2.7346490762E+04
      7.9917000000E+07      7.4000217354E+10     -9.3432876038E+10      1.3032733122E+10      3.3913837285E+04      1.7787186825E+04      2.7346490762E+04
      7.9917300000E+07      7.3990043202E+10     -9.3438212194E+10      1.3024529175E+10      3.3916330583E+04      1.7787186825E+04      2.7348984060E+04
      7.9917600000E+07      7.3979867555E+10     -9.3443548350E+10      1.3016323731E+10      3.3918823881E+04      1.7787186825E+04      2.7348984060E+04
      7.9917900000E+07      7.3969691908E+10     -9.3448884506E+10      1.3008119784E+10      3.3918823881E+04      1.7784693527E+04      2.7348984060E+04
      7.9918200000E+07      7.3959516261E+10     -9.3454219166E+10      1.2999914341E+10      3.3918823881E+04      1.7779706931E+04      2.7348984060E+04
      7.9918500000E+07      7.3949340614E+10     -9.3459552330E+10      1.2991710394E+10      3.3921317179E+04      1.7777213634E+04      2.7348984060E+04
      7.9918800000E+07      7.3939163471E+10     -9.3464885494E+10      1.2983504951E+10      3.3926303775E+04      1.7777213634E+04      2.7351477358E+04
      7.9919100000E+07      7.3928984831E+10     -9.3470218658E+10      1.2975299507E+10      3.3926303775E+04      1.7774720336E+04      2.7348984060E+04
      7.9919400000E+07      7.3918807688E+10     -9.3475550326E+10      1.2967095560E+10      3.3926303775E+04      1.7772227038E+04      2.7348984060E+04
      7.9919700000E+07      7.3908629049E+10     -9.3480881994E+10      1.2958890117E+10      3.3928797073E+04      1.7769733740E+04      2.7351477358E+04
