;; @T(#) @T(#)
;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;
;; Engineering Telemetry Template File  -  Parameter Composition information  -  Part 2 of 8
;;
;;
;; MSID		Field name
;;				Parameter
;;				Composition (typical, multi_syllable, contig_grp, non_contig_grp)
;;				|
;;				|			Total syllables (comprising one sample)
;;				|			|
;;				|			|	Syllable # (of this piece of multi-syllable sample)
;;				|			|	|
;;				|			|	|	Group Sample Rate (samples per group)
;;				|			|	|	|
;;				|			|	|	|	Group Sample Offset 
;;				|			|	|	| 	(bytes separating samples within group)
;;				|			|	|	|	|
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;
;;
;;
;; GENERATE_EDE_TEMPLATES version 2.35 (June 3, 1999)
;; PREPROCESS_1949_DATABASE version 2.3 (June 3, 1999)
;;
1CBAT		1CBAT		typical			1	1	0	0
1CBBT		1CBBT		typical			1	1	0	0
1CRAT		1CRAT		typical			1	1	0	0
1CRBT		1CRBT		typical			1	1	0	0
1DABOAEN	1DABOAEN	typical			1	1	0	0
1DABOAON	1DABOAON	typical			1	1	0	0
1DABOBEN	1DABOBEN	typical			1	1	0	0
1DABOBON	1DABOBON	typical			1	1	0	0
1DACTBT		1DACTBT		typical			1	1	0	0
1DAHACU		1DAHACU		typical			1	1	0	0
1DAHAT		1DAHAT		typical			1	1	0	0
1DAHAVO		1DAHAVO		typical			1	1	0	0
1DAHBCU		1DAHBCU		typical			1	1	0	0
1DAHBT		1DAHBT		typical			1	1	0	0
1DAHBVO		1DAHBVO		typical			1	1	0	0
1DAHHAVO	1DAHHAVO	typical			1	1	0	0
1DAHHBVO	1DAHHBVO	typical			1	1	0	0
1DAHTAEN	1DAHTAEN	typical			1	1	0	0
1DAHTAON	1DAHTAON	typical			1	1	0	0
1DAHTBEN	1DAHTBEN	typical			1	1	0	0
1DAHTBON	1DAHTBON	typical			1	1	0	0
1DE28AOC	1DE28AOC	typical			1	1	0	0
1DE28AVO	1DE28AVO	typical			1	1	0	0
1DE28BOC	1DE28BOC	typical			1	1	0	0
1DE28BVO	1DE28BVO	typical			1	1	0	0
1DEAMZT		1DEAMZT		typical			1	1	0	0
1DEDBAON	1DEDBAON	typical			1	1	0	0
1DEDBBON	1DEDBBON	typical			1	1	0	0
1DEICACU	1DEICACU	typical			1	1	0	0
1DEICBCU	1DEICBCU	typical			1	1	0	0
1DEMVAOC	1DEMVAOC	typical			1	1	0	0
1DEMVBOC	1DEMVBOC	typical			1	1	0	0
1DEN0AVO	1DEN0AVO	typical			1	1	0	0
1DEN0BVO	1DEN0BVO	typical			1	1	0	0
1DEN1AVO	1DEN1AVO	typical			1	1	0	0
1DEN1BVO	1DEN1BVO	typical			1	1	0	0
1DEP0AVO	1DEP0AVO	typical			1	1	0	0
1DEP0BVO	1DEP0BVO	typical			1	1	0	0
1DEP1AVO	1DEP1AVO	typical			1	1	0	0
1DEP1BVO	1DEP1BVO	typical			1	1	0	0
1DEP2AVO	1DEP2AVO	typical			1	1	0	0
1DEP2BVO	1DEP2BVO	typical			1	1	0	0
1DEP3AVO	1DEP3AVO	typical			1	1	0	0
1DEP3BVO	1DEP3BVO	typical			1	1	0	0
1DEPSA		1DEPSA		typical			1	1	0	0
1DEPSAX		1DEPSAX		typical			1	1	0	0
1DEPSB		1DEPSB		typical			1	1	0	0
1DEPSBX		1DEPSBX		typical			1	1	0	0
1DP28AVO	1DP28AVO	typical			1	1	0	0
1DP28BVO	1DP28BVO	typical			1	1	0	0
1DPAMYT		1DPAMYT		typical			1	1	0	0
1DPAMZT		1DPAMZT		typical			1	1	0	0
1DPCPAOC	1DPCPAOC	typical			1	1	0	0
1DPCPBOC	1DPCPBOC	typical			1	1	0	0
1DPDBAON	1DPDBAON	typical			1	1	0	0
1DPDBBON	1DPDBBON	typical			1	1	0	0
1DPICACU	1DPICACU	typical			1	1	0	0
1DPICBCU	1DPICBCU	typical			1	1	0	0
1DPP0AVO	1DPP0AVO	typical			1	1	0	0
1DPP0BVO	1DPP0BVO	typical			1	1	0	0
1DPPSA		1DPPSA		typical			1	1	0	0
1DPPSAX		1DPPSAX		typical			1	1	0	0
1DPPSB		1DPPSB		typical			1	1	0	0
1DPPSBX		1DPPSBX		typical			1	1	0	0
1HOPRAPR	1HOPRAPR	typical			1	1	0	0
1HOPRBPR	1HOPRBPR	typical			1	1	0	0
1LVDBAON	1LVDBAON	typical			1	1	0	0
1LVDBBON	1LVDBBON	typical			1	1	0	0
1MAHCAT		1MAHCAT		typical			1	1	0	0
1MAHCBT		1MAHCBT		typical			1	1	0	0
1MCATATR	1MCATATR	typical			1	1	0	0
1MCATBTR	1MCATBTR	typical			1	1	0	0
1MCDRACL	1MCDRACL	typical			1	1	0	0
1MCDRBCL	1MCDRBCL	typical			1	1	0	0
1MDBUAON	1MDBUAON	typical			1	1	0	0
1MDBUBON	1MDBUBON	typical			1	1	0	0
1MECLACL	1MECLACL	typical			1	1	0	0
1MECLBCL	1MECLBCL	typical			1	1	0	0
1MEOPAOP	1MEOPAOP	typical			1	1	0	0
1MEOPBOP	1MEOPBOP	typical			1	1	0	0
1MIPWAON	1MIPWAON	typical			1	1	0	0
1MIPWBON	1MIPWBON	typical			1	1	0	0
1MODRAOP	1MODRAOP	typical			1	1	0	0
1MODRBOP	1MODRBOP	typical			1	1	0	0
1OAHBT		1OAHBT		typical			1	1	0	0
1OHIRADF	1OHIRADF	typical			1	1	0	0
1OLORADF	1OLORADF	typical			1	1	0	0
1PDEAAT		1PDEAAT		typical			1	1	0	0
1PDEABT		1PDEABT		typical			1	1	0	0
1PRDBAON	1PRDBAON	typical			1	1	0	0
1PRDBBON	1PRDBBON	typical			1	1	0	0
1VVATATR	1VVATATR	typical			1	1	0	0
1VVATBTR	1VVATBTR	typical			1	1	0	0
1VVCDACL	1VVCDACL	typical			1	1	0	0
1VVCDBCL	1VVCDBCL	typical			1	1	0	0
1VVCLACL	1VVCLACL	typical			1	1	0	0
1VVCLBCL	1VVCLBCL	typical			1	1	0	0
1VVDBAON	1VVDBAON	typical			1	1	0	0
1VVDBBON	1VVDBBON	typical			1	1	0	0
1VVODAOP	1VVODAOP	typical			1	1	0	0
1VVODBOP	1VVODBOP	typical			1	1	0	0
1VVOPAOP	1VVOPAOP	typical			1	1	0	0
1VVOPBOP	1VVOPBOP	typical			1	1	0	0
1DACTAT		1DACTAT		typical			1	1	0	0
1MAHOAT		1MAHOAT		typical			1	1	0	0
1MAHOBT		1MAHOBT		typical			1	1	0	0
1OAHAT		1OAHAT		typical			1	1	0	0
1STAT0ST	1STAT0ST	typical			1	1	0	0
1STAT1ST	1STAT1ST	typical			1	1	0	0
1STAT2ST	1STAT2ST	typical			1	1	0	0
1STAT3ST	1STAT3ST	typical			1	1	0	0
1STAT4ST	1STAT4ST	typical			1	1	0	0
1STAT5ST	1STAT5ST	typical			1	1	0	0
1STAT6ST	1STAT6ST	typical			1	1	0	0
1STAT7ST	1STAT7ST	typical			1	1	0	0
1PIN1AT		1PIN1AT		typical			1	1	0	0
1SSMYT		1SSMYT		typical			1	1	0	0
1SSPYT		1SSPYT		typical			1	1	0	0
1VAHCAT		1VAHCAT		typical			1	1	0	0
1VAHCBT		1VAHCBT		typical			1	1	0	0
1VAHOAT		1VAHOAT		typical			1	1	0	0
1VAHOBT		1VAHOBT		typical			1	1	0	0
1WRAT		1WRAT		typical			1	1	0	0
1WRBT		1WRBT		typical			1	1	0	0
BEIA0W01	BEIA0W01	typical			1	1	0	0
BEIA0W02	BEIA0W02	typical			1	1	0	0
BEIA0W03	BEIA0W03	typical			1	1	0	0
BEIA0W04	BEIA0W04	typical			1	1	0	0
BEIA0W05	BEIA0W05	typical			1	1	0	0
BEIA0W06	BEIA0W06	typical			1	1	0	0
BEIA0W07	BEIA0W07	typical			1	1	0	0
BEIA0W08	BEIA0W08	typical			1	1	0	0
BEIA0W09	BEIA0W09	typical			1	1	0	0
BEIA0W10	BEIA0W10	typical			1	1	0	0
BEIA0W11	BEIA0W11	typical			1	1	0	0
BEIA0W12	BEIA0W12	typical			1	1	0	0
